invoiceid,custID,prodID,cal_day,cal_month,cal_quarter,cal_year,fiscal_quarter,fiscal_year,qty,amt,discounted
37607,9,1,10,8,3,6,2,6,145,23920.65,0
37674,18,1,14,1,1,8,3,7,108,17816.76,0
37710,31,1,31,12,4,6,3,6,130,21446.1,0
37774,40,1,20,4,2,10,4,9,175,28869.75,0
37795,4,1,8,3,1,6,4,5,77,12702.69,0
37858,26,1,31,3,1,7,4,6,88,14517.36,0
37884,12,1,15,11,4,8,3,8,170,28044.9,0
37912,19,1,19,10,4,6,2,6,182,30024.54,0
38039,5,1,14,12,4,6,3,6,194,32004.18,0
38050,7,1,14,9,3,7,2,7,189,31179.33,0
38056,4,1,28,9,3,7,2,7,158,26065.26,0
38099,3,1,16,4,2,6,4,5,138,22765.86,0
38113,35,1,27,5,2,9,1,9,43,7093.71,0
38126,39,1,7,2,1,9,4,8,94,15507.18,0
38166,13,1,31,8,3,7,2,7,39,6433.83,0
38228,34,1,12,1,1,6,3,5,147,24250.59,0
38262,3,1,9,7,3,6,1,6,111,18311.67,0
38284,19,1,4,5,2,7,1,7,187,30849.39,0
38394,36,1,28,1,1,9,3,8,155,25570.35,0
38464,4,1,19,7,3,8,1,8,160,26395.2,0
38563,24,1,6,1,1,10,3,9,16,2639.52,0
38969,19,1,21,9,3,8,2,8,199,32829.03,0
38982,28,1,5,7,3,8,1,8,160,26395.2,0
39112,12,1,23,11,4,7,3,7,147,24250.59,0
39219,19,1,3,10,4,8,2,8,80,13197.6,0
39244,13,1,21,11,4,6,3,6,93,15342.21,0
39247,24,1,5,7,3,6,1,6,142,23425.74,0
39311,21,1,9,8,3,6,2,6,175,28869.75,0
39327,21,1,29,3,1,8,4,7,31,5114.07,0
39538,36,1,9,1,1,8,3,7,36,5938.92,0
39549,11,1,15,6,2,8,1,8,183,30189.51,0
39567,13,1,27,10,4,10,2,10,37,6103.89,0
39598,40,1,12,4,2,7,4,6,42,6928.74,0
39639,32,1,31,7,3,6,1,6,66,10888.02,0
39739,3,1,23,2,1,10,4,9,22,3629.34,0
39798,6,1,27,9,3,9,2,9,158,26065.26,0
39804,32,1,28,2,1,6,4,5,137,22600.89,0
39857,8,1,13,6,2,9,1,9,191,31509.27,0
39870,6,1,2,8,3,5,2,5,101,16661.97,0
39906,10,1,22,7,3,8,1,8,180,29694.6,0
39942,34,1,15,11,4,8,3,8,27,4454.19,0
39979,21,1,23,12,4,9,3,9,12,1979.64,0
40089,24,1,18,8,3,5,2,5,180,29694.6,0
40400,1,1,4,7,3,7,1,7,140,23095.8,0
40407,22,1,19,6,2,6,1,6,127,20951.19,0
40452,23,1,29,8,3,6,2,6,66,10888.02,0
40486,3,1,13,4,2,6,4,5,145,23920.65,0
40513,7,1,28,1,1,7,3,6,66,10888.02,0
40514,19,1,22,12,4,5,3,5,145,23920.65,0
40553,16,1,4,7,3,5,1,5,150,24745.5,0
40779,35,1,23,2,1,9,4,8,50,8248.5,0
40816,17,1,27,1,1,6,3,5,81,13362.57,0
40849,34,1,1,5,2,8,1,8,32,5279.04,0
40921,4,1,29,9,3,10,2,10,68,11217.96,0
40929,5,1,7,1,1,9,3,8,136,22435.92,0
40990,7,1,24,9,3,6,2,6,53,8743.41,0
40991,35,1,25,7,3,8,1,8,75,12372.75,0
41015,28,1,16,6,2,7,1,7,163,26890.11,0
41092,7,1,27,5,2,10,1,10,148,24415.56,0
41134,12,1,16,10,4,6,2,6,25,4124.25,0
41163,26,1,18,5,2,9,1,9,38,6268.86,0
41196,35,1,6,7,3,5,1,5,195,32169.15,0
41205,20,1,18,9,3,8,2,8,151,24910.47,0
41259,23,1,28,3,1,5,4,4,90,14847.3,0
41307,39,1,26,6,2,9,1,9,49,8083.53,0
41354,5,1,22,11,4,9,3,9,48,7918.56,0
41527,11,1,17,8,3,7,2,7,27,4454.19,0
41754,37,1,9,12,4,9,3,9,108,17816.76,0
41929,1,1,6,6,2,5,1,5,159,26230.23,0
41951,9,1,4,7,3,8,1,8,45,7423.65,0
42002,27,1,20,11,4,9,3,9,15,2474.55,0
42144,3,1,6,10,4,7,2,7,93,15342.21,0
42148,8,1,3,12,4,6,3,6,21,3464.37,0
42245,9,1,2,3,1,10,4,9,82,13527.54,0
42259,34,1,8,11,4,10,3,10,42,6928.74,0
42305,15,1,6,5,2,10,1,10,188,31014.36,0
42358,12,1,10,9,3,5,2,5,185,30519.45,0
42424,20,1,1,10,4,7,2,7,180,29694.6,0
42445,35,1,19,8,3,8,2,8,133,21941.01,0
42460,27,1,16,10,4,7,2,7,146,24085.62,0
42476,17,1,2,12,4,7,3,7,138,22765.86,0
42581,19,1,3,9,3,5,2,5,38,6268.86,0
42605,31,1,31,1,1,10,3,9,152,25075.44,0
42618,19,1,14,2,1,6,4,5,114,18806.58,0
42727,31,1,28,12,4,7,3,7,36,5938.92,0
42746,16,1,17,2,1,7,4,6,175,28869.75,0
42766,18,1,13,2,1,5,4,4,193,31839.21,0
42789,36,1,30,11,4,6,3,6,67,11052.99,0
42798,14,1,27,7,3,8,1,8,178,29364.66,0
42804,26,1,19,4,2,8,4,7,13,2144.61,0
42894,20,1,8,12,4,9,3,9,53,8743.41,0
42962,13,1,9,6,2,5,1,5,186,30684.42,0
43025,39,1,5,2,1,6,4,5,179,29529.63,0
43112,21,1,29,2,1,8,4,7,91,15012.27,0
43220,2,1,3,9,3,8,2,8,98,16167.06,0
43238,22,1,26,8,3,7,2,7,191,31509.27,0
43247,31,1,11,11,4,5,3,5,53,8743.41,0
43296,36,1,13,5,2,10,1,10,13,2144.61,0
43498,18,1,27,2,1,10,4,9,45,7423.65,0
43521,13,1,1,6,2,6,1,6,121,19961.37,0
43564,7,1,19,8,3,9,2,9,142,23425.74,0
43574,27,1,17,1,1,6,3,5,63,10393.11,0
43647,25,1,1,8,3,10,2,10,95,15672.15,0
43661,19,1,23,10,4,7,2,7,107,17651.79,0
43851,2,1,13,12,4,9,3,9,191,31509.27,0
43906,1,1,16,7,3,8,1,8,24,3959.28,0
44056,6,1,17,10,4,7,2,7,200,32994.0,0
44340,15,1,2,4,2,9,4,8,127,20951.19,0
44531,5,1,11,9,3,7,2,7,47,7753.59,0
44623,12,1,22,12,4,8,3,8,188,31014.36,0
44644,12,1,20,10,4,10,2,10,144,23755.68,0
44783,6,1,2,9,3,10,2,10,41,6763.77,0
44974,35,1,26,10,4,10,2,10,51,8413.47,0
44975,31,1,25,7,3,5,1,5,147,24250.59,0
44979,33,1,13,7,3,10,1,10,69,11382.93,0
45020,5,1,2,3,1,5,4,4,131,21611.07,0
45046,3,1,15,3,1,7,4,6,52,8578.44,0
45083,37,1,25,4,2,5,4,4,99,16332.03,0
45206,36,1,15,7,3,6,1,6,28,4619.16,0
45290,4,1,29,11,4,5,3,5,112,18476.64,0
45331,20,1,15,3,1,7,4,6,46,7588.62,0
45488,34,1,24,3,1,6,4,5,39,6433.83,0
45773,21,1,13,7,3,10,1,10,16,2639.52,0
45817,7,1,9,3,1,7,4,6,96,15837.12,0
45886,2,1,25,8,3,6,2,6,119,19631.43,0
46017,23,1,16,8,3,8,2,8,130,21446.1,0
46274,30,1,9,7,3,10,1,10,88,14517.36,0
46326,5,1,4,12,4,9,3,9,180,29694.6,0
46418,36,1,24,11,4,7,3,7,175,28869.75,0
46423,12,1,31,10,4,9,2,9,43,7093.71,0
46553,11,1,7,5,2,7,1,7,130,21446.1,0
46574,37,1,24,7,3,7,1,7,68,11217.96,0
46682,21,1,24,10,4,6,2,6,110,18146.7,0
46706,12,1,17,6,2,9,1,9,188,31014.36,0
46856,21,1,29,9,3,9,2,9,30,4949.1,0
46962,7,1,1,9,3,10,2,10,133,21941.01,0
46971,19,1,6,8,3,7,2,7,162,26725.14,0
47060,12,1,8,4,2,8,4,7,154,25405.38,0
47068,15,1,29,3,1,7,4,6,177,29199.69,0
47134,38,1,20,10,4,9,2,9,142,23425.74,0
47147,31,1,13,8,3,5,2,5,108,17816.76,0
47267,30,1,4,9,3,6,2,6,150,24745.5,0
47490,7,1,21,4,2,8,4,7,24,3959.28,0
47533,14,1,16,8,3,7,2,7,159,26230.23,0
47541,4,1,1,1,1,5,3,4,131,21611.07,0
47567,25,1,7,5,2,9,1,9,62,10228.14,0
47719,1,1,15,5,2,8,1,8,161,26560.17,0
47824,7,1,17,8,3,6,2,6,112,18476.64,0
47830,20,1,2,1,1,8,3,7,41,6763.77,0
47893,18,1,12,2,1,7,4,6,59,9733.23,0
47912,22,1,26,2,1,8,4,7,156,25735.32,0
47988,38,1,26,11,4,5,3,5,22,3629.34,0
48049,1,1,9,4,2,10,4,9,54,8908.38,0
48095,3,1,23,12,4,9,3,9,190,31344.3,0
48176,5,1,3,4,2,9,4,8,99,16332.03,0
48232,1,1,10,9,3,8,2,8,183,30189.51,0
48237,11,1,6,4,2,9,4,8,71,11712.87,0
48371,6,1,24,2,1,10,4,9,163,26890.11,0
48425,6,1,19,4,2,8,4,7,170,28044.9,0
48569,34,1,16,8,3,9,2,9,193,31839.21,0
48621,3,1,18,7,3,8,1,8,11,1814.67,0
48666,40,1,25,4,2,9,4,8,110,18146.7,0
48835,34,1,5,2,1,9,4,8,142,23425.74,0
49090,34,1,15,10,4,7,2,7,151,24910.47,0
49248,26,1,8,9,3,6,2,6,194,32004.18,0
49293,11,1,24,5,2,8,1,8,31,5114.07,0
49299,7,1,1,10,4,7,2,7,13,2144.61,0
49334,10,1,14,6,2,10,1,10,68,11217.96,0
49407,40,1,20,6,2,9,1,9,139,22930.83,0
49443,3,1,10,1,1,7,3,6,10,1649.7,0
49560,10,1,18,2,1,5,4,4,88,14517.36,0
49643,3,1,2,3,1,9,4,8,99,16332.03,0
49677,32,1,16,2,1,5,4,4,185,30519.45,0
49736,22,1,5,9,3,7,2,7,178,29364.66,0
49749,26,1,20,8,3,8,2,8,184,30354.48,0
49847,18,1,1,10,4,5,2,5,160,26395.2,0
49857,35,1,17,8,3,5,2,5,54,8908.38,0
49874,15,1,26,4,2,9,4,8,176,29034.72,0
49925,7,1,22,4,2,5,4,4,124,20456.28,0
50147,36,1,29,6,2,8,1,8,124,20456.28,0
50164,32,1,13,7,3,9,1,9,192,31674.24,0
50174,30,1,6,2,1,5,4,4,152,25075.44,0
50306,16,1,14,5,2,8,1,8,55,9073.35,0
50380,25,1,19,12,4,9,3,9,172,28374.84,0
50586,19,1,22,4,2,6,4,5,19,3134.43,0
50617,36,1,13,5,2,6,1,6,147,24250.59,0
50657,2,1,17,8,3,6,2,6,171,28209.87,0
50732,15,1,3,1,1,8,3,7,174,28704.78,0
50817,8,1,27,5,2,9,1,9,54,8908.38,0
50893,27,1,4,1,1,6,3,5,168,27714.96,0
51025,20,1,26,11,4,9,3,9,124,20456.28,0
51056,19,1,16,5,2,9,1,9,45,7423.65,0
51097,1,1,22,8,3,8,2,8,159,26230.23,0
51237,1,1,23,3,1,9,4,8,118,19466.46,0
51249,26,1,27,6,2,5,1,5,53,8743.41,0
51266,2,1,26,7,3,5,1,5,169,27879.93,0
51270,20,1,7,5,2,8,1,8,181,29859.57,0
51358,21,1,13,8,3,10,2,10,123,20291.31,0
51376,4,1,2,7,3,7,1,7,147,24250.59,0
51476,9,1,2,2,1,7,4,6,16,2639.52,0
51520,11,1,4,11,4,8,3,8,74,12207.78,0
51549,7,1,7,10,4,5,2,5,34,5608.98,0
51645,12,1,7,3,1,8,4,7,72,11877.84,0
51759,15,1,21,7,3,6,1,6,199,32829.03,0
51838,35,1,21,2,1,10,4,9,156,25735.32,0
51841,29,1,18,3,1,5,4,4,107,17651.79,0
51847,17,1,26,2,1,7,4,6,22,3629.34,0
51934,39,1,7,12,4,7,3,7,179,29529.63,0
51952,11,1,8,7,3,7,1,7,193,31839.21,0
51974,38,1,14,10,4,10,2,10,30,4949.1,0
51998,23,1,27,6,2,5,1,5,38,6268.86,0
52065,37,1,16,1,1,8,3,7,83,13692.51,0
52101,11,1,22,3,1,9,4,8,73,12042.81,0
52233,25,1,6,1,1,6,3,5,124,20456.28,0
52291,4,1,26,7,3,6,1,6,94,15507.18,0
52300,17,1,7,6,2,7,1,7,139,22930.83,0
52419,40,1,22,6,2,7,1,7,39,6433.83,0
52564,7,1,6,10,4,7,2,7,10,1649.7,0
52698,27,1,27,6,2,7,1,7,45,7423.65,0
52987,1,1,16,2,1,5,4,4,36,5938.92,0
52993,24,1,8,1,1,7,3,6,34,5608.98,0
52994,27,1,14,6,2,9,1,9,48,7918.56,0
53011,26,1,24,5,2,8,1,8,17,2804.49,0
53029,25,1,1,9,3,10,2,10,66,10888.02,0
53067,5,1,5,4,2,5,4,4,180,29694.6,0
53078,25,1,13,5,2,10,1,10,156,25735.32,0
53127,21,1,20,4,2,8,4,7,174,28704.78,0
53379,23,1,10,6,2,7,1,7,36,5938.92,0
53438,21,1,8,11,4,7,3,7,115,18971.55,0
53685,39,1,24,8,3,7,2,7,65,10723.05,0
53687,39,1,24,8,3,5,2,5,104,17156.88,0
53701,14,1,17,3,1,7,4,6,163,26890.11,0
53708,1,1,6,7,3,8,1,8,82,13527.54,0
54135,26,1,16,10,4,9,2,9,18,2969.46,0
54145,25,1,9,8,3,7,2,7,88,14517.36,0
54359,36,1,15,9,3,10,2,10,13,2144.61,0
54413,8,1,1,1,1,6,3,5,176,29034.72,0
54423,11,1,11,11,4,8,3,8,50,8248.5,0
54517,15,1,15,6,2,9,1,9,27,4454.19,0
54633,7,1,24,2,1,6,4,5,116,19136.52,0
54659,32,1,19,9,3,7,2,7,165,27220.05,0
54693,28,1,16,8,3,8,2,8,119,19631.43,0
54702,2,1,9,5,2,5,1,5,175,28869.75,0
54720,33,1,8,4,2,7,4,6,127,20951.19,0
54752,4,1,10,8,3,5,2,5,148,24415.56,0
54755,33,1,27,12,4,6,3,6,101,16661.97,0
54882,35,1,30,12,4,5,3,5,62,10228.14,0
54894,24,1,22,10,4,6,2,6,74,12207.78,0
54950,32,1,27,3,1,9,4,8,102,16826.94,0
54991,36,1,30,6,2,7,1,7,32,5279.04,0
55081,30,1,4,2,1,6,4,5,182,30024.54,0
55211,11,1,6,5,2,9,1,9,81,13362.57,0
55293,13,1,19,6,2,7,1,7,118,19466.46,0
55477,20,1,27,8,3,6,2,6,114,18806.58,0
55483,21,1,1,1,1,7,3,6,145,23920.65,0
10,28,2,31,12,4,5,3,5,63,32116.14,0
100,38,2,29,12,4,5,3,5,121,61683.38,0
114,11,2,5,3,1,9,4,8,163,83094.14,0
168,39,2,27,11,4,8,3,8,169,86152.82,0
356,21,2,9,12,4,5,3,5,149,75957.22,0
434,10,2,21,1,1,9,3,8,118,60154.04,0
660,3,2,6,11,4,7,3,7,86,43841.08,0
884,30,2,18,9,3,5,2,5,196,99916.88,0
930,4,2,6,12,4,10,3,10,70,35684.6,0
940,2,2,11,12,4,8,3,8,94,47919.32,0
998,10,2,11,1,1,6,3,5,12,6117.36,0
1130,31,2,6,4,2,9,4,8,152,77486.56,0
1275,19,2,13,11,4,9,3,9,136,69330.08,0
1302,13,2,23,6,2,10,1,10,93,47409.54,0
1540,9,2,25,3,1,5,4,4,113,57605.14,0
1576,17,2,5,6,2,9,1,9,173,88191.94,0
1912,10,2,28,8,3,6,2,6,52,26508.56,0
1918,19,2,9,11,4,7,3,7,137,69839.86,0
1942,26,2,9,2,1,8,4,7,19,9685.82,0
2040,20,2,16,6,2,8,1,8,152,77486.56,0
2120,26,2,22,10,4,6,2,6,181,92270.18,0
2134,36,2,6,6,2,7,1,7,149,75957.22,0
2141,34,2,27,2,1,9,4,8,75,38233.5,0
2202,34,2,5,1,1,8,3,7,10,5097.8,0
2215,23,2,5,7,3,9,1,9,165,84113.7,0
2268,38,2,3,3,1,6,4,5,15,7646.7,0
2297,9,2,19,12,4,5,3,5,69,35174.82,0
2359,26,2,18,6,2,7,1,7,151,76976.78,0
2389,23,2,27,10,4,6,2,6,146,74427.88,0
2744,16,2,2,2,1,5,4,4,45,22940.1,0
2798,21,2,12,8,3,5,2,5,158,80545.24,0
2817,39,2,11,6,2,6,1,6,71,36194.38,0
2847,11,2,5,9,3,5,2,5,154,78506.12,0
3040,12,2,20,10,4,5,2,5,53,27018.34,0
3041,21,2,28,8,3,5,2,5,144,73408.32,0
3046,5,2,18,5,2,9,1,9,162,82584.36,0
3109,20,2,5,6,2,7,1,7,131,66781.18,0
3128,33,2,8,7,3,5,1,5,196,99916.88,0
3130,33,2,8,7,3,7,1,7,133,67800.74,0
3171,16,2,11,6,2,8,1,8,40,20391.2,0
3189,25,2,12,8,3,7,2,7,137,69839.86,0
3251,39,2,8,6,2,10,1,10,177,90231.06,0
3253,16,2,31,5,2,7,1,7,155,79015.9,0
3298,14,2,15,9,3,9,2,9,194,98897.32,0
3454,39,2,9,1,1,5,3,4,104,53017.12,0
3462,25,2,25,6,2,6,1,6,93,47409.54,0
3471,10,2,7,4,2,8,4,7,35,17842.3,0
3497,2,2,22,4,2,10,4,9,44,22430.32,0
3499,22,2,25,6,2,8,1,8,162,82584.36,0
3552,28,2,18,4,2,10,4,9,11,5607.58,0
3625,11,2,18,6,2,10,1,10,129,65761.62,0
3764,24,2,10,11,4,7,3,7,177,90231.06,0
3942,13,2,12,4,2,6,4,5,53,27018.34,0
3948,31,2,29,9,3,8,2,8,175,89211.5,0
3951,39,2,26,10,4,10,2,10,191,97367.98,0
3964,16,2,15,9,3,10,2,10,183,93289.74,0
4096,29,2,12,7,3,8,1,8,177,90231.06,0
4123,15,2,20,2,1,8,4,7,152,77486.56,0
4135,4,2,25,4,2,6,4,5,128,65251.84,0
4149,27,2,22,5,2,10,1,10,53,27018.34,0
4173,15,2,20,6,2,8,1,8,142,72388.76,0
4305,2,2,23,10,4,7,2,7,181,92270.18,0
4360,10,2,9,6,2,6,1,6,132,67290.96,0
4398,20,2,19,8,3,7,2,7,189,96348.42,0
4609,5,2,11,10,4,5,2,5,106,54036.68,0
4768,13,2,15,3,1,6,4,5,193,98387.54,0
4782,25,2,6,8,3,6,2,6,149,75957.22,0
4850,35,2,1,2,1,10,4,9,127,64742.06,0
5049,34,2,28,1,1,9,3,8,44,22430.32,0
5091,30,2,27,11,4,7,3,7,82,41801.96,0
5098,30,2,27,11,4,8,3,8,45,22940.1,0
5106,40,2,9,1,1,10,3,9,43,21920.54,0
5158,24,2,4,6,2,10,1,10,69,35174.82,0
5176,11,2,12,12,4,8,3,8,174,88701.72,0
5268,21,2,7,12,4,9,3,9,105,53526.9,0
5325,18,2,17,10,4,8,2,8,23,11724.94,0
5374,8,2,8,5,2,9,1,9,154,78506.12,0
5567,6,2,7,5,2,8,1,8,179,91250.62,0
5661,24,2,17,12,4,6,3,6,16,8156.48,0
5778,13,2,15,2,1,6,4,5,13,6627.14,0
5889,14,2,4,8,3,10,2,10,177,90231.06,0
5928,31,2,26,7,3,6,1,6,94,47919.32,0
6059,39,2,2,7,3,10,1,10,133,67800.74,0
6185,10,2,27,1,1,10,3,9,66,33645.48,0
6191,31,2,22,3,1,5,4,4,104,53017.12,0
6456,39,2,3,5,2,9,1,9,30,15293.4,0
6509,30,2,15,8,3,10,2,10,40,20391.2,0
6564,39,2,12,6,2,6,1,6,142,72388.76,0
6777,18,2,29,1,1,6,3,5,120,61173.6,0
6882,19,2,12,7,3,5,1,5,40,20391.2,0
6916,29,2,17,6,2,8,1,8,49,24979.22,0
6924,8,2,14,9,3,5,2,5,130,66271.4,0
7000,40,2,13,7,3,6,1,6,76,38743.28,0
7008,3,2,17,8,3,10,2,10,142,72388.76,0
7203,6,2,26,4,2,7,4,6,42,21410.76,0
7256,22,2,8,3,1,10,4,9,121,61683.38,0
7336,7,2,4,10,4,10,2,10,144,73408.32,0
7346,15,2,18,8,3,6,2,6,99,50468.22,0
7435,14,2,19,10,4,5,2,5,85,43331.3,0
7491,17,2,31,5,2,5,1,5,84,42821.52,0
7505,37,2,7,5,2,6,1,6,152,77486.56,0
7624,26,2,23,9,3,10,2,10,95,48429.1,0
7693,30,2,17,3,1,5,4,4,113,57605.14,0
7734,28,2,9,7,3,7,1,7,188,95838.64,0
7846,12,2,27,10,4,9,2,9,70,35684.6,0
7917,28,2,14,4,2,6,4,5,160,81564.8,0
7954,29,2,14,6,2,5,1,5,120,61173.6,0
8031,22,2,17,5,2,7,1,7,122,62193.16,0
8217,2,2,25,8,3,5,2,5,74,37723.72,0
8218,29,2,27,12,4,9,3,9,24,12234.72,0
8251,29,2,2,3,1,5,4,4,161,82074.58,0
8429,16,2,21,10,4,10,2,10,67,34155.26,0
8448,18,2,6,2,1,9,4,8,91,46389.98,0
8657,29,2,2,5,2,7,1,7,127,64742.06,0
8717,37,2,26,9,3,7,2,7,63,32116.14,0
8731,39,2,18,10,4,5,2,5,64,32625.92,0
8740,40,2,6,4,2,5,4,4,102,51997.56,0
8803,16,2,14,4,2,10,4,9,21,10705.38,0
8816,10,2,19,12,4,6,3,6,174,88701.72,0
8906,20,2,20,3,1,8,4,7,154,78506.12,0
8963,25,2,4,2,1,5,4,4,93,47409.54,0
9065,35,2,18,8,3,7,2,7,172,87682.16,0
9082,19,2,20,5,2,7,1,7,107,54546.46,0
9120,32,2,29,1,1,10,3,9,14,7136.92,0
9167,2,2,8,1,1,8,3,7,33,16822.74,0
9238,11,2,18,6,2,6,1,6,176,89721.28,0
9239,14,2,2,11,4,8,3,8,121,61683.38,0
9317,36,2,3,10,4,8,2,8,22,11215.16,0
9322,15,2,13,10,4,9,2,9,117,59644.26,0
9339,33,2,18,7,3,5,1,5,125,63722.5,0
9438,31,2,4,11,4,8,3,8,111,56585.58,0
9582,35,2,17,3,1,10,4,9,152,77486.56,0
9628,31,2,19,5,2,5,1,5,81,41292.18,0
9631,28,2,10,9,3,5,2,5,137,69839.86,0
9642,27,2,1,4,2,5,4,4,188,95838.64,0
9652,4,2,17,6,2,6,1,6,87,44350.86,0
9788,13,2,29,7,3,10,1,10,117,59644.26,0
9858,33,2,22,9,3,8,2,8,131,66781.18,0
9903,40,2,6,3,1,8,4,7,72,36704.16,0
9953,12,2,8,11,4,7,3,7,98,49958.44,0
9981,36,2,7,5,2,10,1,10,151,76976.78,0
9985,14,2,3,6,2,10,1,10,21,10705.38,0
10036,30,2,4,7,3,6,1,6,113,57605.14,0
10232,32,2,31,10,4,6,2,6,173,88191.94,0
10251,2,2,9,8,3,8,2,8,156,79525.68,0
10284,7,2,6,2,1,8,4,7,191,97367.98,0
10311,15,2,18,8,3,5,2,5,127,64742.06,0
10406,23,2,22,8,3,9,2,9,152,77486.56,0
10444,5,2,30,10,4,7,2,7,187,95328.86,0
10520,22,2,4,11,4,8,3,8,17,8666.26,0
10521,5,2,17,5,2,10,1,10,115,58624.7,0
10633,25,2,13,1,1,5,3,4,195,99407.1,0
10664,3,2,12,2,1,6,4,5,89,45370.42,0
10761,10,2,6,2,1,8,4,7,166,84623.48,0
10820,7,2,7,6,2,10,1,10,196,99916.88,0
10846,19,2,29,5,2,9,1,9,20,10195.6,0
10887,15,2,30,6,2,9,1,9,52,26508.56,0
10940,7,2,17,6,2,8,1,8,75,38233.5,0
11046,31,2,20,7,3,6,1,6,192,97877.76,0
11047,27,2,13,12,4,6,3,6,183,93289.74,0
11095,5,2,14,9,3,9,2,9,118,60154.04,0
11182,20,2,16,10,4,10,2,10,175,89211.5,0
11322,38,2,31,1,1,7,3,6,76,38743.28,0
11323,27,2,1,11,4,8,3,8,120,61173.6,0
11373,31,2,7,3,1,8,4,7,68,34665.04,0
11449,33,2,2,11,4,6,3,6,147,74937.66,0
11462,33,2,29,12,4,9,3,9,186,94819.08,0
11505,1,2,18,9,3,5,2,5,83,42311.74,0
11516,12,2,14,6,2,5,1,5,52,26508.56,0
11534,15,2,18,3,1,7,4,6,109,55566.02,0
11704,9,2,20,7,3,5,1,5,110,56075.8,0
11727,29,2,20,9,3,5,2,5,56,28547.68,0
11883,35,2,20,9,3,6,2,6,173,88191.94,0
12020,23,2,18,8,3,9,2,9,47,23959.66,0
12150,2,2,18,11,4,8,3,8,52,26508.56,0
12247,33,2,2,10,4,9,2,9,108,55056.24,0
12249,13,2,7,3,1,5,4,4,98,49958.44,0
12412,5,2,4,1,1,8,3,7,158,80545.24,0
12422,40,2,16,12,4,8,3,8,63,32116.14,0
12582,36,2,20,11,4,7,3,7,135,68820.3,0
12595,25,2,12,2,1,5,4,4,140,71369.2,0
12635,16,2,9,4,2,6,4,5,165,84113.7,0
12755,7,2,4,3,1,6,4,5,196,99916.88,0
12767,38,2,25,2,1,9,4,8,163,83094.14,0
12809,23,2,15,7,3,8,1,8,89,45370.42,0
12829,34,2,9,11,4,6,3,6,88,44860.64,0
12847,29,2,25,8,3,9,2,9,89,45370.42,0
13061,8,2,15,2,1,9,4,8,63,32116.14,0
13101,36,2,19,5,2,6,1,6,36,18352.08,0
13132,35,2,29,1,1,5,3,4,26,13254.28,0
13160,23,2,22,12,4,7,3,7,175,89211.5,0
13261,36,2,18,7,3,8,1,8,168,85643.04,0
13326,23,2,4,2,1,7,4,6,64,32625.92,0
13399,21,2,3,1,1,6,3,5,146,74427.88,0
13471,23,2,11,4,2,9,4,8,188,95838.64,0
13513,28,2,4,1,1,7,3,6,116,59134.48,0
13567,35,2,17,2,1,8,4,7,73,37213.94,0
13611,38,2,8,2,1,9,4,8,14,7136.92,0
13716,27,2,9,9,3,5,2,5,181,92270.18,0
13748,4,2,17,5,2,9,1,9,24,12234.72,0
13785,17,2,20,9,3,9,2,9,19,9685.82,0
13801,15,2,21,8,3,5,2,5,53,27018.34,0
13826,24,2,14,2,1,7,4,6,31,15803.18,0
13879,21,2,20,8,3,6,2,6,136,69330.08,0
14223,5,2,31,3,1,9,4,8,26,13254.28,0
14309,12,2,12,8,3,9,2,9,163,83094.14,0
14344,28,2,18,8,3,8,2,8,21,10705.38,0
14351,16,2,21,3,1,6,4,5,179,91250.62,0
14399,2,2,7,2,1,6,4,5,90,45880.2,0
14439,2,2,5,9,3,5,2,5,120,61173.6,0
14460,22,2,7,3,1,5,4,4,138,70349.64,0
14472,14,2,25,8,3,7,2,7,131,66781.18,0
14502,17,2,4,3,1,8,4,7,125,63722.5,0
14546,33,2,31,3,1,9,4,8,111,56585.58,0
14576,10,2,17,3,1,6,4,5,61,31096.58,0
14582,21,2,7,2,1,8,4,7,124,63212.72,0
14622,31,2,6,9,3,9,2,9,105,53526.9,0
14634,30,2,21,6,2,9,1,9,56,28547.68,0
14663,39,2,8,10,4,7,2,7,110,56075.8,0
14790,39,2,19,11,4,9,3,9,12,6117.36,0
14826,40,2,31,7,3,10,1,10,132,67290.96,0
14925,11,2,25,4,2,5,4,4,162,82584.36,0
14972,12,2,8,1,1,7,3,6,175,89211.5,0
15031,23,2,6,1,1,5,3,4,176,89721.28,0
15051,8,2,26,3,1,10,4,9,136,69330.08,0
15060,35,2,8,6,2,7,1,7,102,51997.56,0
15066,35,2,27,4,2,7,4,6,136,69330.08,0
15073,36,2,24,8,3,5,2,5,112,57095.36,0
15168,16,2,4,9,3,9,2,9,44,22430.32,0
15179,19,2,13,9,3,7,2,7,119,60663.82,0
15256,34,2,18,6,2,5,1,5,159,81055.02,0
15279,16,2,17,5,2,7,1,7,113,57605.14,0
15280,16,2,17,5,2,6,1,6,97,49448.66,0
15305,33,2,28,9,3,10,2,10,90,45880.2,0
15309,13,2,3,11,4,5,3,5,125,63722.5,0
15382,18,2,16,6,2,9,1,9,164,83603.92,0
15409,6,2,30,12,4,9,3,9,170,86662.6,0
15491,33,2,29,6,2,6,1,6,14,7136.92,0
15593,8,2,10,7,3,8,1,8,110,56075.8,0
15613,14,2,8,10,4,10,2,10,58,29567.24,0
15701,36,2,5,7,3,7,1,7,55,28037.9,0
15712,35,2,14,1,1,8,3,7,114,58114.92,0
15716,32,2,22,11,4,9,3,9,55,28037.9,0
