invoiceid,custID,prodID,amt,qty,discounted,cal_month,cal_day,cal_year,cal_quarter,fiscal_quarter,fiscal_year
355,37,105,256,188,0,6,4,7,2,1,07
355,37,88,357,180,0,6,4,7,2,1,07
356,21,2,144,149,0,12,9,5,4,3,05
357,20,33,251,190,0,12,3,5,4,3,05
357,20,58,249,175,0,12,3,5,4,3,05
358,6,3,299,126,0,8,12,5,3,2,05
359,6,79,230,148,0,8,12,7,3,2,07
360,6,62,273,97,0,8,12,6,3,2,06
361,37,62,188,105,0,6,4,9,2,1,09
361,37,78,257,126,0,6,4,9,2,1,09
362,30,34,149,47,0,1,4,9,1,3,08
363,1,22,365,184,0,10,28,10,4,2,10
363,1,91,249,138,0,10,28,10,4,2,10
363,1,29,251,125,0,10,28,10,4,2,10
363,1,89,389,136,0,10,28,10,4,2,10
363,1,19,186,169,0,10,28,10,4,2,10
364,28,27,245,106,0,6,7,8,2,1,08
365,28,36,304,139,0,6,7,9,2,1,09
366,5,92,209,17,0,7,11,9,3,1,09
366,5,61,137,104,0,7,11,9,3,1,09
367,27,4,114,192,0,9,2,5,3,2,05
367,27,69,128,46,0,9,2,5,3,2,05
368,14,57,252,112,0,03,28,6,1,4,05
369,27,50,391,80,0,9,2,7,3,2,07
369,27,39,207,29,0,9,2,7,3,2,07
369,27,89,162,120,0,9,2,7,3,2,07
370,27,67,251,124,0,9,2,6,3,2,06
371,27,16,269,99,0,9,2,9,3,2,09
372,27,87,275,145,0,9,2,8,3,2,08
372,27,76,195,80,0,9,2,8,3,2,08
373,14,37,389,140,0,03,28,9,1,4,08
373,14,58,370,56,0,03,28,9,1,4,08
374,5,18,161,171,0,7,11,6,3,1,06
374,5,14,347,195,0,7,11,6,3,1,06
375,5,5,351,12,0,7,11,7,3,1,07
376,28,25,218,39,0,6,7,7,2,1,07
377,8,93,270,150,0,10,11,5,4,2,05
377,8,37,381,109,0,10,11,5,4,2,05
378,8,86,288,109,0,10,11,7,4,2,07
379,8,48,356,123,0,10,11,6,4,2,06
379,8,59,240,155,0,10,11,6,4,2,06
379,8,96,240,92,0,10,11,6,4,2,06
380,8,53,260,17,0,10,11,8,4,2,08
381,32,21,304,196,0,3,12,6,1,4,05
381,32,32,344,114,0,3,12,6,1,4,05
382,32,36,243,151,0,3,12,7,1,4,06
382,32,84,131,134,0,3,12,7,1,4,06
382,32,28,295,10,0,3,12,7,1,4,06
383,5,88,387,180,0,12,10,9,4,3,09
384,2,93,303,114,0,06,23,8,2,1,08
385,8,4,379,162,0,6,8,7,2,1,07
386,8,38,177,47,0,02,24,7,1,4,06
386,8,29,344,48,0,02,24,7,1,4,06
386,8,28,172,126,0,02,24,7,1,4,06
387,8,32,382,160,0,02,24,9,1,4,08
387,8,83,153,39,0,02,24,9,1,4,08
388,24,60,390,59,0,6,2,10,2,1,10
388,24,102,378,151,0,6,2,10,2,1,10
389,8,80,340,198,0,6,8,8,2,1,08
389,8,35,275,63,0,6,8,8,2,1,08
390,27,55,153,133,0,07,18,9,3,1,09
390,27,25,320,191,0,07,18,9,3,1,09
390,27,45,175,124,0,07,18,9,3,1,09
391,40,15,231,23,0,12,18,9,4,3,09
392,25,52,279,144,0,12,16,8,4,3,08
393,15,66,146,190,0,11,9,9,4,3,09
393,15,104,271,107,0,11,9,9,4,3,09
394,12,28,377,31,0,4,9,5,2,4,04
395,12,82,217,169,0,4,9,7,2,4,06
395,12,89,104,27,0,4,9,7,2,4,06
396,7,94,200,43,0,06,17,6,2,1,06
397,12,54,238,183,0,4,9,9,2,4,08
398,12,73,319,98,0,4,9,8,2,4,07
399,25,21,343,37,0,12,16,6,4,3,06
400,25,43,362,179,0,12,16,7,4,3,07
401,25,87,148,150,0,12,16,5,4,3,05
402,24,57,231,28,0,02,16,5,1,4,04
403,1,23,146,106,0,12,8,9,4,3,09
404,31,87,190,180,0,05,26,7,2,1,07
404,31,45,290,15,0,05,26,7,2,1,07
405,24,56,370,183,0,11,23,6,4,3,06
406,31,85,110,49,0,05,26,5,2,1,05
407,24,93,317,95,0,11,23,8,4,3,08
407,24,90,266,198,0,11,23,8,4,3,08
408,24,91,249,71,0,11,23,9,4,3,09
408,24,15,386,197,0,11,23,9,4,3,09
408,24,27,370,197,0,11,23,9,4,3,09
409,31,33,184,92,0,05,26,8,2,1,08
410,31,12,301,63,0,05,26,9,2,1,09
411,1,44,129,52,0,12,8,6,4,3,06
412,1,98,221,160,0,12,8,7,4,3,07
413,18,104,356,22,0,07,30,10,3,1,10
414,34,57,259,88,0,01,20,7,1,3,06
415,34,15,223,82,0,01,20,5,1,3,04
415,34,37,145,80,0,01,20,5,1,3,04
415,34,94,125,12,0,01,20,5,1,3,04
416,15,11,108,77,0,2,2,8,1,4,07
416,15,13,337,155,0,2,2,8,1,4,07
416,15,47,133,111,0,2,2,8,1,4,07
417,15,41,361,104,0,2,2,7,1,4,06
418,34,70,267,117,0,01,20,9,1,3,08
419,34,29,315,179,0,01,20,8,1,3,07
420,28,43,174,145,0,01,16,5,1,3,04
421,1,88,297,192,0,5,11,6,2,1,06
421,1,58,384,100,0,5,11,6,2,1,06
422,28,47,231,73,0,01,16,6,1,3,05
422,28,38,165,77,0,01,16,6,1,3,05
423,2,47,159,34,0,09,14,10,3,2,10
423,2,9,333,34,0,09,14,10,3,2,10
424,1,5,229,198,0,5,11,8,2,1,08
424,1,51,315,41,0,5,11,8,2,1,08
425,28,21,306,103,0,01,16,8,1,3,07
425,28,81,194,155,0,01,16,8,1,3,07
425,28,6,290,75,0,01,16,8,1,3,07
426,1,79,182,159,0,12,12,6,4,3,06
426,1,71,290,105,0,12,12,6,4,3,06
427,15,20,390,110,0,11,11,9,4,3,09
428,27,32,400,162,0,7,11,9,3,1,09
428,27,57,359,63,0,7,11,9,3,1,09
429,27,84,359,25,0,7,11,7,3,1,07
430,27,53,258,198,0,7,11,6,3,1,06
431,15,13,278,100,0,11,11,8,4,3,08
431,15,5,163,138,0,11,11,8,4,3,08
431,15,58,214,22,0,11,11,8,4,3,08
432,4,28,185,80,0,01,16,6,1,3,05
432,4,39,307,12,0,01,16,6,1,3,05
433,10,93,315,189,0,01,21,8,1,3,07
434,10,2,363,118,0,01,21,9,1,3,08
435,11,43,244,138,0,04,22,9,2,4,08
436,4,59,118,176,0,01,16,7,1,3,06
436,4,74,219,102,0,01,16,7,1,3,06
437,11,86,163,95,0,12,23,5,4,3,05
437,11,29,395,135,0,12,23,5,4,3,05
437,11,51,245,127,0,12,23,5,4,3,05
438,10,55,377,44,0,01,21,5,1,3,04
439,10,26,327,95,0,01,21,6,1,3,05
440,11,67,358,175,0,12,23,6,4,3,06
441,15,72,230,31,0,11,11,5,4,3,05
441,15,60,355,94,0,11,11,5,4,3,05
442,4,29,205,158,0,09,30,8,3,2,08
442,4,36,357,42,0,09,30,8,3,2,08
443,24,98,391,191,0,11,27,7,4,3,07
444,26,53,235,163,0,07,20,7,3,1,07
444,26,55,334,75,0,07,20,7,3,1,07
444,26,84,197,112,0,07,20,7,3,1,07
445,26,95,235,60,0,07,20,5,3,1,05
445,26,83,136,169,0,07,20,5,3,1,05
446,26,48,143,61,0,07,20,8,3,1,08
446,26,95,268,113,0,07,20,8,3,1,08
446,26,59,214,118,0,07,20,8,3,1,08
447,4,49,282,184,0,09,30,6,3,2,06
448,4,54,157,170,0,09,30,7,3,2,07
448,4,96,379,61,0,09,30,7,3,2,07
449,16,3,188,129,0,5,9,10,2,1,10
449,16,94,329,130,0,5,9,10,2,1,10
450,9,35,257,42,0,7,11,6,3,1,06
451,9,86,229,43,0,7,11,7,3,1,07
452,32,76,280,95,0,2,10,5,1,4,04
453,9,53,148,129,0,7,11,5,3,1,05
454,2,103,372,89,0,11,1,9,4,3,09
454,2,55,268,78,0,11,1,9,4,3,09
455,2,34,295,197,0,11,1,8,4,3,08
456,11,25,379,23,0,04,19,9,2,4,08
457,11,100,298,191,0,04,19,8,2,4,07
458,12,35,145,86,0,09,18,9,3,2,09
459,26,81,279,124,0,7,8,7,3,1,07
459,26,9,343,183,0,7,8,7,3,1,07
460,3,98,105,176,0,06,20,5,2,1,05
460,3,57,205,46,0,06,20,5,2,1,05
461,3,34,335,159,0,06,20,7,2,1,07
461,3,84,172,80,0,06,20,7,2,1,07
462,8,51,138,171,0,7,11,9,3,1,09
462,8,103,139,189,0,7,11,9,3,1,09
463,8,47,111,176,0,7,11,8,3,1,08
464,40,19,229,37,0,03,30,6,1,4,05
464,40,60,145,92,0,03,30,6,1,4,05
465,40,48,343,156,0,03,30,9,1,4,08
466,40,55,160,31,0,03,30,8,1,4,07
466,40,71,280,159,0,03,30,8,1,4,07
467,8,73,122,51,0,7,11,6,3,1,06
467,8,43,183,108,0,7,11,6,3,1,06
468,12,29,153,91,0,05,21,10,2,1,10
468,12,30,137,89,0,05,21,10,2,1,10
468,12,21,163,141,0,05,21,10,2,1,10
469,30,78,143,70,0,11,10,5,4,3,05
469,30,87,220,152,0,11,10,5,4,3,05
470,40,33,140,21,0,07,19,7,3,1,07
471,30,75,315,55,0,11,10,7,4,3,07
472,30,41,370,87,0,11,10,6,4,3,06
473,30,51,247,10,0,11,10,9,4,3,09
474,40,32,209,26,0,07,19,8,3,1,08
474,40,35,377,95,0,07,19,8,3,1,08
475,30,56,130,180,0,07,25,10,3,1,10
476,25,7,276,64,0,03,17,5,1,4,04
476,25,45,172,192,0,03,17,5,1,4,04
476,25,100,182,113,0,03,17,5,1,4,04
476,25,94,320,31,0,03,17,5,1,4,04
477,25,61,266,21,0,03,17,7,1,4,06
478,22,77,385,131,0,03,19,8,1,4,07
479,22,39,279,38,0,03,19,9,1,4,08
480,23,19,122,155,0,7,10,5,3,1,05
480,23,48,298,77,0,7,10,5,3,1,05
481,23,43,169,138,0,7,10,6,3,1,06
482,23,77,135,83,0,7,10,7,3,1,07
483,2,33,288,43,0,2,12,8,1,4,07
483,2,65,306,113,0,2,12,8,1,4,07
484,21,88,118,22,0,05,26,7,2,1,07
484,21,86,293,20,0,05,26,7,2,1,07
485,23,64,367,29,0,7,10,9,3,1,09
485,23,78,317,28,0,7,10,9,3,1,09
486,21,44,322,43,0,05,26,5,2,1,05
486,21,58,116,99,0,05,26,5,2,1,05
487,32,82,102,103,0,9,7,8,3,2,08
488,8,59,315,20,0,06,20,10,2,1,10
488,8,99,172,51,0,06,20,10,2,1,10
489,27,76,335,186,0,2,3,5,1,4,04
490,32,33,241,187,0,9,7,6,3,2,06
491,32,53,262,129,0,9,7,7,3,2,07
491,32,66,132,172,0,9,7,7,3,2,07
492,5,12,318,13,0,5,8,10,2,1,10
493,4,55,149,199,0,09,19,8,3,2,08
493,4,65,185,136,0,09,19,8,3,2,08
494,8,100,317,66,0,6,4,6,2,1,06
495,7,69,364,58,0,10,19,6,4,2,06
495,7,12,342,72,0,10,19,6,4,2,06
496,1,12,170,23,0,1,5,9,1,3,08
496,1,89,199,107,0,1,5,9,1,3,08
497,8,81,301,74,0,5,10,6,2,1,06
497,8,51,110,122,0,5,10,6,2,1,06
497,8,16,169,66,0,5,10,6,2,1,06
497,8,69,392,158,0,5,10,6,2,1,06
497,8,25,283,25,0,5,10,6,2,1,06
498,17,101,291,143,0,04,17,10,2,4,09
498,17,98,203,167,0,04,17,10,2,4,09
499,8,92,269,95,0,8,9,6,3,2,06
500,31,101,388,32,0,01,26,6,1,3,05
500,31,79,128,27,0,01,26,6,1,3,05
501,31,4,265,29,0,01,26,5,1,3,04
502,8,82,224,45,0,5,10,8,2,1,08
502,8,96,354,146,0,5,10,8,2,1,08
503,20,29,396,188,0,02,18,10,1,4,09
504,28,51,243,32,0,1,1,10,1,3,09
505,28,102,355,110,0,11,26,6,4,3,06
506,29,14,240,115,0,06,24,7,2,1,07
506,29,87,100,69,0,06,24,7,2,1,07
507,17,73,224,143,0,05,21,10,2,1,10
507,17,90,173,101,0,05,21,10,2,1,10
508,3,44,368,19,0,01,26,10,1,3,09
508,3,79,257,32,0,01,26,10,1,3,09
509,27,22,385,167,0,07,24,6,3,1,06
509,27,81,188,81,0,07,24,6,3,1,06
510,29,58,393,106,0,06,24,8,2,1,08
510,29,100,275,139,0,06,24,8,2,1,08
511,29,47,222,37,0,06,24,9,2,1,09
511,29,71,253,96,0,06,24,9,2,1,09
511,29,74,208,67,0,06,24,9,2,1,09
511,29,49,267,196,0,06,24,9,2,1,09
512,34,17,345,138,0,06,18,10,2,1,10
513,33,87,382,173,0,9,7,6,3,2,06
514,33,28,280,173,0,9,7,5,3,2,05
514,33,23,327,181,0,9,7,5,3,2,05
514,33,65,159,72,0,9,7,5,3,2,05
515,18,28,129,146,0,11,18,5,4,3,05
516,10,81,291,73,0,10,1,6,4,2,06
517,10,26,259,121,0,10,1,7,4,2,07
518,10,3,326,54,0,10,1,8,4,2,08
519,17,34,303,195,0,12,9,9,4,3,09
520,17,44,147,98,0,12,9,8,4,3,08
521,8,88,315,62,0,11,27,6,4,3,06
521,8,56,114,173,0,11,27,6,4,3,06
521,8,25,160,182,0,11,27,6,4,3,06
522,8,105,289,77,0,11,27,5,4,3,05
522,8,67,178,168,0,11,27,5,4,3,05
522,8,86,372,129,0,11,27,5,4,3,05
523,33,10,334,126,0,9,7,8,3,2,08
523,33,34,382,123,0,9,7,8,3,2,08
524,1,45,194,23,0,09,24,8,3,2,08
525,1,50,145,98,0,09,24,9,3,2,09
525,1,1,188,40,0,09,24,9,3,2,09
525,1,11,143,31,0,09,24,9,3,2,09
526,16,11,136,164,0,04,27,9,2,4,08
527,6,15,215,51,0,05,27,8,2,1,08
528,16,57,290,79,0,04,27,7,2,4,06
529,16,36,123,163,0,04,27,6,2,4,05
530,16,52,118,149,0,04,27,5,2,4,04
530,16,33,181,28,0,04,27,5,2,4,04
531,27,49,288,184,0,01,28,10,1,3,09
532,1,67,169,194,0,09,24,7,3,2,07
533,1,86,281,173,0,09,24,5,3,2,05
534,34,83,236,60,0,11,24,8,4,3,08
535,12,27,192,64,0,10,2,10,4,2,10
536,21,63,220,169,0,03,25,10,1,4,09
536,21,5,400,48,0,03,25,10,1,4,09
537,26,6,211,107,0,03,20,8,1,4,07
538,26,26,268,30,0,03,20,6,1,4,05
538,26,44,309,96,0,03,20,6,1,4,05
539,26,58,303,40,0,03,20,5,1,4,04
539,26,86,306,52,0,03,20,5,1,4,04
540,34,21,171,83,0,11,24,6,4,3,06
541,34,13,292,194,0,11,24,7,4,3,07
541,34,43,197,169,0,11,24,7,4,3,07
541,34,18,264,172,0,11,24,7,4,3,07
542,36,90,283,195,0,10,14,6,4,2,06
543,33,38,313,114,0,9,2,5,3,2,05
543,33,39,210,45,0,9,2,5,3,2,05
544,33,102,391,19,0,9,2,7,3,2,07
545,20,79,138,39,0,05,13,6,2,1,06
545,20,21,368,40,0,05,13,6,2,1,06
546,9,67,126,100,0,12,15,7,4,3,07
547,29,30,376,99,0,1,2,7,1,3,06
548,9,72,389,69,0,12,15,5,4,3,05
548,9,12,269,28,0,12,15,5,4,3,05
548,9,46,351,39,0,12,15,5,4,3,05
549,40,102,339,118,0,03,19,8,1,4,07
550,40,35,286,69,0,03,19,9,1,4,08
550,40,1,254,55,0,03,19,9,1,4,08
550,40,44,372,176,0,03,19,9,1,4,08
550,40,24,316,27,0,03,19,9,1,4,08
551,40,104,191,31,0,03,19,7,1,4,06
552,32,87,111,169,0,08,31,10,3,2,10
553,15,26,280,14,0,12,8,7,4,3,07
553,15,72,394,152,0,12,8,7,4,3,07
554,28,71,320,140,0,4,7,10,2,4,09
554,28,40,135,172,0,4,7,10,2,4,09
554,28,55,219,43,0,4,7,10,2,4,09
554,28,31,124,73,0,4,7,10,2,4,09
555,9,58,367,152,0,12,15,8,4,3,08
555,9,14,385,191,0,12,15,8,4,3,08
556,17,101,110,195,0,12,24,7,4,3,07
557,39,103,377,38,0,11,8,7,4,3,07
558,38,50,182,158,0,11,25,8,4,3,08
559,39,42,215,170,0,11,8,5,4,3,05
559,39,83,203,199,0,11,8,5,4,3,05
560,39,63,209,23,0,11,8,9,4,3,09
560,39,78,340,52,0,11,8,9,4,3,09
561,39,60,109,44,0,11,8,8,4,3,08
561,39,48,393,20,0,11,8,8,4,3,08
561,39,54,174,138,0,11,8,8,4,3,08
562,5,81,385,169,0,8,7,10,3,2,10
563,40,16,289,61,0,08,14,6,3,2,06
564,21,10,291,78,0,7,2,7,3,1,07
564,21,67,175,48,0,7,2,7,3,1,07
565,17,80,323,29,0,6,4,8,2,1,08
566,17,45,190,39,0,6,4,7,2,1,07
566,17,39,197,104,0,6,4,7,2,1,07
567,17,73,377,79,0,6,4,6,2,1,06
568,17,103,327,44,0,6,4,5,2,1,05
569,2,21,217,113,0,1,11,8,1,3,07
570,33,3,149,93,0,10,7,10,4,2,10
571,9,105,312,182,0,9,9,5,3,2,05
572,29,52,272,160,0,6,8,10,2,1,10
573,39,12,398,38,0,12,30,5,4,3,05
574,14,24,107,160,0,04,29,9,2,4,08
574,14,15,388,128,0,04,29,9,2,4,08
575,36,12,290,151,0,06,23,10,2,1,10
575,36,50,313,135,0,06,23,10,2,1,10
575,36,40,230,141,0,06,23,10,2,1,10
576,9,90,249,66,0,9,9,8,3,2,08
577,32,68,309,182,0,02,14,9,1,4,08
578,34,37,280,155,0,12,16,8,4,3,08
578,34,96,398,118,0,12,16,8,4,3,08
579,34,102,292,94,0,12,16,9,4,3,09
580,34,5,249,45,0,12,16,5,4,3,05
581,34,81,308,78,0,12,16,6,4,3,06
582,34,53,319,33,0,12,16,7,4,3,07
583,10,92,192,77,0,04,28,10,2,4,09
584,28,40,212,68,0,06,16,10,2,1,10
585,7,26,125,136,0,4,10,9,2,4,08
585,7,65,117,30,0,4,10,9,2,4,08
586,4,26,374,107,0,05,22,10,2,1,10
587,25,49,395,94,0,6,7,6,2,1,06
588,2,78,225,78,0,05,17,7,2,1,07
589,7,4,287,132,0,4,10,7,2,4,06
590,6,104,235,47,0,10,6,6,4,2,06
591,6,54,208,53,0,10,6,5,4,2,05
592,9,1,168,10,0,9,10,7,3,2,07
592,9,37,221,199,0,9,10,7,3,2,07
593,40,76,105,160,0,08,14,8,3,2,08
594,9,101,173,176,0,9,10,5,3,2,05
594,9,49,245,149,0,9,10,5,3,2,05
594,9,52,244,113,0,9,10,5,3,2,05
595,35,47,201,159,0,8,8,9,3,2,09
596,6,78,185,86,0,1,9,8,1,3,07
597,9,99,352,110,0,9,10,9,3,2,09
597,9,8,123,62,0,9,10,9,3,2,09
597,9,34,169,42,0,9,10,9,3,2,09
597,9,96,140,82,0,9,10,9,3,2,09
597,9,94,207,154,0,9,10,9,3,2,09
598,9,59,207,105,0,9,10,8,3,2,08
598,9,42,377,121,0,9,10,8,3,2,08
598,9,70,292,199,0,9,10,8,3,2,08
599,6,70,102,40,0,10,6,9,4,2,09
599,6,79,149,55,0,10,6,9,4,2,09
600,40,15,322,63,0,05,15,5,2,1,05
600,40,104,176,118,0,05,15,5,2,1,05
601,14,3,174,27,0,03,20,9,1,4,08
602,26,100,380,68,0,1,6,10,1,3,09
602,26,77,386,121,0,1,6,10,1,3,09
603,14,26,321,76,0,03,20,7,1,4,06
604,14,17,123,143,0,03,20,5,1,4,04
604,14,76,127,132,0,03,20,5,1,4,04
605,36,33,274,186,0,09,19,9,3,2,09
605,36,50,341,71,0,09,19,9,3,2,09
606,36,102,236,161,0,09,19,8,3,2,08
606,36,17,249,61,0,09,19,8,3,2,08
607,36,85,285,121,0,09,19,7,3,2,07
608,36,4,175,59,0,09,19,6,3,2,06
609,8,43,356,47,0,10,12,6,4,2,06
609,8,30,165,198,0,10,12,6,4,2,06
610,34,82,282,24,0,10,28,5,4,2,05
611,34,63,372,130,0,10,28,7,4,2,07
611,34,4,320,96,0,10,28,7,4,2,07
612,34,50,387,125,0,10,28,6,4,2,06
613,33,51,180,129,0,2,1,6,1,4,05
614,33,8,263,62,0,2,1,7,1,4,06
615,33,81,240,145,0,2,1,8,1,4,07
616,33,1,326,81,0,2,1,9,1,4,08
617,34,68,287,108,0,10,28,9,4,2,09
618,32,101,187,160,0,02,14,7,1,4,06
619,32,99,268,161,0,02,14,6,1,4,05
620,3,89,110,181,0,10,10,6,4,2,06
621,4,9,251,123,0,4,8,6,2,4,05
622,4,19,123,73,0,4,8,7,2,4,06
623,11,55,118,177,0,4,5,8,2,4,07
623,11,84,388,189,0,4,5,8,2,4,07
624,14,52,382,199,0,05,25,6,2,1,06
625,4,28,183,114,0,4,8,9,2,4,08
626,3,77,310,36,0,10,10,8,4,2,08
626,3,100,133,160,0,10,10,8,4,2,08
626,3,13,156,50,0,10,10,8,4,2,08
627,36,93,149,48,0,8,10,5,3,2,05
627,36,63,392,37,0,8,10,5,3,2,05
628,36,6,215,138,0,8,10,7,3,2,07
628,36,53,140,78,0,8,10,7,3,2,07
629,36,65,338,135,0,8,10,6,3,2,06
630,29,38,143,61,0,5,8,9,2,1,09
630,29,44,102,105,0,5,8,9,2,1,09
630,29,26,357,69,0,5,8,9,2,1,09
631,4,80,225,118,0,08,13,5,3,2,05
631,4,8,383,17,0,08,13,5,3,2,05
631,4,69,152,35,0,08,13,5,3,2,05
631,4,49,206,129,0,08,13,5,3,2,05
631,4,12,335,190,0,08,13,5,3,2,05
631,4,57,152,69,0,08,13,5,3,2,05
632,7,22,170,182,0,02,19,7,1,4,06
632,7,1,377,43,0,02,19,7,1,4,06
632,7,47,182,107,0,02,19,7,1,4,06
632,7,40,314,108,0,02,19,7,1,4,06
633,7,11,365,157,0,02,19,6,1,4,05
634,4,87,276,69,0,08,13,8,3,2,08
635,4,19,111,142,0,08,13,9,3,2,09
636,29,105,224,150,0,5,8,7,2,1,07
637,29,11,316,175,0,5,8,6,2,1,06
638,38,77,320,144,0,02,21,10,1,4,09
639,36,40,381,125,0,8,10,8,3,2,08
639,36,89,242,137,0,8,10,8,3,2,08
640,20,13,299,32,0,02,14,10,1,4,09
641,28,72,238,19,0,4,3,10,2,4,09
641,28,68,370,69,0,4,3,10,2,4,09
641,28,41,343,173,0,4,3,10,2,4,09
642,38,52,137,120,0,12,29,7,4,3,07
643,14,72,221,35,0,07,20,7,3,1,07
643,14,69,376,21,0,07,20,7,3,1,07
643,14,22,227,72,0,07,20,7,3,1,07
644,4,13,359,137,0,04,26,5,2,4,04
644,4,91,108,24,0,04,26,5,2,4,04
644,4,68,313,57,0,04,26,5,2,4,04
645,4,78,115,96,0,04,26,6,2,4,05
645,4,90,339,147,0,04,26,6,2,4,05
646,19,22,258,141,0,12,7,8,4,3,08
646,19,61,254,164,0,12,7,8,4,3,08
647,21,6,341,132,0,12,21,5,4,3,05
647,21,29,293,143,0,12,21,5,4,3,05
648,21,13,309,130,0,12,21,6,4,3,06
648,21,19,235,33,0,12,21,6,4,3,06
649,21,78,243,37,0,12,21,8,4,3,08
649,21,5,149,82,0,12,21,8,4,3,08
649,21,64,287,191,0,12,21,8,4,3,08
650,2,52,239,114,0,12,6,7,4,3,07
650,2,72,230,181,0,12,6,7,4,3,07
650,2,37,344,18,0,12,6,7,4,3,07
650,2,7,161,54,0,12,6,7,4,3,07
651,2,66,328,95,0,12,6,6,4,3,06
651,2,15,383,160,0,12,6,6,4,3,06
651,2,65,215,24,0,12,6,6,4,3,06
652,4,62,128,52,0,04,26,8,2,4,07
653,19,90,238,28,0,12,7,6,4,3,06
654,19,47,171,96,0,12,7,5,4,3,05
655,14,53,171,90,0,07,20,8,3,1,08
656,4,14,265,66,0,09,19,7,3,2,07
657,7,31,213,64,0,1,6,10,1,3,09
657,7,77,148,142,0,1,6,10,1,3,09
658,3,58,269,139,0,11,6,5,4,3,05
659,32,78,110,47,0,07,18,10,3,1,10
660,3,2,296,86,0,11,6,7,4,3,07
661,3,65,344,188,0,11,6,6,4,3,06
661,3,76,155,65,0,11,6,6,4,3,06
662,3,35,120,21,0,11,6,8,4,3,08
663,33,67,265,50,0,10,3,10,4,2,10
664,32,103,311,34,0,2,7,9,1,4,08
664,32,69,204,170,0,2,7,9,1,4,08
665,17,32,376,49,0,07,19,10,3,1,10
666,32,74,385,63,0,04,28,5,2,4,04
667,2,61,141,73,0,1,8,6,1,3,05
668,18,38,233,144,0,07,26,7,3,1,07
668,18,32,268,76,0,07,26,7,3,1,07
668,18,92,359,158,0,07,26,7,3,1,07
669,23,94,300,58,0,5,2,5,2,1,05
670,23,38,141,44,0,5,2,7,2,1,07
670,23,3,385,27,0,5,2,7,2,1,07
671,23,47,135,196,0,5,2,6,2,1,06
671,23,46,290,184,0,5,2,6,2,1,06
672,23,86,114,174,0,5,2,8,2,1,08
673,21,54,184,105,0,09,28,6,3,2,06
674,18,54,108,63,0,07,26,9,3,1,09
675,30,59,194,199,0,03,31,5,1,4,04
676,30,15,284,49,0,03,31,9,1,4,08
676,30,25,210,27,0,03,31,9,1,4,08
677,30,70,105,54,0,03,31,8,1,4,07
678,33,87,191,102,0,10,28,10,4,2,10
679,6,68,399,171,0,07,26,10,3,1,10
679,6,104,192,138,0,07,26,10,3,1,10
680,30,3,259,87,0,7,11,6,3,1,06
681,30,64,240,13,0,7,11,5,3,1,05
681,30,66,268,68,0,7,11,5,3,1,05
682,33,8,212,12,0,10,25,9,4,2,09
682,33,73,279,60,0,10,25,9,4,2,09
683,33,48,293,41,0,10,25,8,4,2,08
683,33,91,217,93,0,10,25,8,4,2,08
683,33,56,179,164,0,10,25,8,4,2,08
683,33,21,231,42,0,10,25,8,4,2,08
684,33,6,152,79,0,10,25,6,4,2,06
684,33,56,263,65,0,10,25,6,4,2,06
685,3,80,169,48,0,02,13,10,1,4,09
686,30,84,232,49,0,7,11,8,3,1,08
687,9,61,400,38,0,05,16,6,2,1,06
687,9,104,204,58,0,05,16,6,2,1,06
688,18,43,107,107,0,07,25,10,3,1,10
688,18,54,283,102,0,07,25,10,3,1,10
689,9,81,329,59,0,10,10,10,4,2,10
690,16,17,169,182,0,02,13,10,1,4,09
690,16,27,367,41,0,02,13,10,1,4,09
691,7,25,322,62,0,02,28,5,1,4,04
691,7,34,354,57,0,02,28,5,1,4,04
691,7,42,206,121,0,02,28,5,1,4,04
692,9,23,155,107,0,09,22,8,3,2,08
693,7,57,248,175,0,02,28,7,1,4,06
694,28,81,342,15,0,07,24,6,3,1,06
695,1,51,107,125,0,10,8,7,4,2,07
695,1,43,168,27,0,10,8,7,4,2,07
696,9,105,389,79,0,12,5,5,4,3,05
696,9,42,127,75,0,12,5,5,4,3,05
696,9,43,241,125,0,12,5,5,4,3,05
696,9,96,160,75,0,12,5,5,4,3,05
697,25,37,122,182,0,4,10,8,2,4,07
698,9,20,201,65,0,12,5,7,4,3,07
699,39,26,169,66,0,07,19,9,3,1,09
700,9,72,212,117,0,12,5,9,4,3,09
701,39,87,293,158,0,07,19,7,3,1,07
702,5,47,275,114,0,2,5,5,1,4,04
703,28,16,339,117,0,07,24,8,3,1,08
704,1,23,221,39,0,10,8,9,4,2,09
704,1,41,144,172,0,10,8,9,4,2,09
705,32,84,290,118,0,06,14,5,2,1,05
705,32,22,224,54,0,06,14,5,2,1,05
706,32,57,284,122,0,06,14,7,2,1,07
707,32,13,351,113,0,06,14,6,2,1,06
707,32,83,246,135,0,06,14,6,2,1,06
707,32,49,242,37,0,06,14,6,2,1,06
708,1,25,326,133,0,7,8,5,3,1,05
709,1,13,169,33,0,7,8,6,3,1,06
710,1,62,180,23,0,7,8,7,3,1,07
711,1,63,260,158,0,7,8,8,3,1,08
712,37,70,396,45,0,09,22,9,3,2,09
712,37,10,213,29,0,09,22,9,3,2,09
712,37,54,276,138,0,09,22,9,3,2,09
713,32,38,315,92,0,06,14,9,2,1,09
714,32,3,217,78,0,06,14,8,2,1,08
715,19,63,341,114,0,07,23,6,3,1,06
716,19,32,324,15,0,07,23,5,3,1,05
